dabs_path	tf_resource	tf_path	status
resources.jobs.*.job_clusters[*].new_cluster.init_scripts[*].s3.endpoint	databricks_job	job_cluster.new_cluster.init_scripts.s3.endpoint	renamed
resources.jobs.*.job_clusters[*].new_cluster.init_scripts[*].s3.kms_key	databricks_job	job_cluster.new_cluster.init_scripts.s3.kms_key	renamed
resources.jobs.*.job_clusters[*].new_cluster.init_scripts[*].s3.region	databricks_job	job_cluster.new_cluster.init_scripts.s3.region	renamed
resources.jobs.*.job_clusters[*].new_cluster.init_scripts[*].volumes	databricks_job	job_cluster.new_cluster.init_scripts.volumes	renamed
resources.jobs.*.job_clusters[*].new_cluster.init_scripts[*].volumes.destination	databricks_job	job_cluster.new_cluster.init_scripts.volumes.destination	renamed
resources.jobs.*.job_clusters[*].new_cluster.init_scripts[*].workspace	databricks_job	job_cluster.new_cluster.init_scripts.workspace	renamed
resources.jobs.*.job_clusters[*].new_cluster.init_scripts[*].workspace.destination	databricks_job	job_cluster.new_cluster.init_scripts.workspace.destination	renamed
resources.jobs.*.job_clusters[*].new_cluster.instance_pool_id	databricks_job	job_cluster.new_cluster.instance_pool_id	renamed
resources.jobs.*.job_clusters[*].new_cluster.is_single_node	databricks_job	job_cluster.new_cluster.is_single_node	renamed
resources.jobs.*.job_clusters[*].new_cluster.kind	databricks_job	job_cluster.new_cluster.kind	renamed
resources.jobs.*.job_clusters[*].new_cluster.node_type_id	databricks_job	job_cluster.new_cluster.node_type_id	renamed
resources.jobs.*.job_clusters[*].new_cluster.num_workers	databricks_job	job_cluster.new_cluster.num_workers	renamed
resources.jobs.*.job_clusters[*].new_cluster.policy_id	databricks_job	job_cluster.new_cluster.policy_id	renamed
resources.jobs.*.job_clusters[*].new_cluster.remote_disk_throughput	databricks_job	job_cluster.new_cluster.remote_disk_throughput	renamed
resources.jobs.*.job_clusters[*].new_cluster.runtime_engine	databricks_job	job_cluster.new_cluster.runtime_engine	renamed
resources.jobs.*.job_clusters[*].new_cluster.single_user_name	databricks_job	job_cluster.new_cluster.single_user_name	renamed
resources.jobs.*.job_clusters[*].new_cluster.spark_conf.*	databricks_job	job_cluster.new_cluster.spark_conf	renamed
resources.jobs.*.job_clusters[*].new_cluster.spark_env_vars.*	databricks_job	job_cluster.new_cluster.spark_env_vars	renamed
resources.jobs.*.job_clusters[*].new_cluster.spark_version	databricks_job	job_cluster.new_cluster.spark_version	renamed
resources.jobs.*.job_clusters[*].new_cluster.ssh_public_keys[*]	databricks_job	job_cluster.new_cluster.ssh_public_keys	renamed
resources.jobs.*.job_clusters[*].new_cluster.total_initial_remote_disk_size	databricks_job	job_cluster.new_cluster.total_initial_remote_disk_size	renamed
resources.jobs.*.job_clusters[*].new_cluster.use_ml_runtime	databricks_job	job_cluster.new_cluster.use_ml_runtime	renamed
resources.jobs.*.job_clusters[*].new_cluster.worker_node_type_flexibility	databricks_job	job_cluster.new_cluster.worker_node_type_flexibility	renamed
resources.jobs.*.job_clusters[*].new_cluster.worker_node_type_flexibility.alternate_node_type_ids[*]	databricks_job	job_cluster.new_cluster.worker_node_type_flexibility.alternate_node_type_ids	renamed
resources.jobs.*.job_clusters[*].new_cluster.workload_type	databricks_job	job_cluster.new_cluster.workload_type	renamed
resources.jobs.*.job_clusters[*].new_cluster.workload_type.clients	databricks_job	job_cluster.new_cluster.workload_type.clients	renamed
resources.jobs.*.job_clusters[*].new_cluster.workload_type.clients.jobs	databricks_job	job_cluster.new_cluster.workload_type.clients.jobs	renamed
resources.jobs.*.job_clusters[*].new_cluster.workload_type.clients.notebooks	databricks_job	job_cluster.new_cluster.workload_type.clients.notebooks	renamed
resources.jobs.*.job_id	databricks_job	job_id	dabs_only
resources.jobs.*.lifecycle	databricks_job	lifecycle	dabs_only
resources.jobs.*.lifecycle.prevent_destroy	databricks_job	lifecycle.prevent_destroy	dabs_only
resources.jobs.*.max_concurrent_runs	databricks_job	max_concurrent_runs	match
resources.jobs.*.modified_status	databricks_job	modified_status	dabs_only
resources.jobs.*.name	databricks_job	name	match
resources.jobs.*.notification_settings	databricks_job	notification_settings	match
resources.jobs.*.notification_settings.no_alert_for_canceled_runs	databricks_job	notification_settings.no_alert_for_canceled_runs	match
resources.jobs.*.notification_settings.no_alert_for_skipped_runs	databricks_job	notification_settings.no_alert_for_skipped_runs	match
resources.jobs.*.parameters[*]	databricks_job	parameter	renamed
resources.jobs.*.parameters[*].default	databricks_job	parameter.default	renamed
resources.jobs.*.parameters[*].name	databricks_job	parameter.name	renamed
resources.jobs.*.performance_target	databricks_job	performance_target	match
resources.jobs.*.permissions[*]	databricks_job	permissions	dabs_only
resources.jobs.*.permissions[*].group_name	databricks_job	permissions.group_name	dabs_only
resources.jobs.*.permissions[*].level	databricks_job	permissions.level	dabs_only
resources.jobs.*.permissions.object_id	databricks_job	permissions.object_id	dabs_only
resources.jobs.*.permissions[*].service_principal_name	databricks_job	permissions.service_principal_name	dabs_only
resources.jobs.*.permissions[*].user_name	databricks_job	permissions.user_name	dabs_only
resources.jobs.*.queue	databricks_job	queue	match
resources.jobs.*.queue.enabled	databricks_job	queue.enabled	match
resources.jobs.*.run_as	databricks_job	run_as	match
resources.jobs.*.run_as.group_name	databricks_job	run_as.group_name	match
resources.jobs.*.run_as.service_principal_name	databricks_job	run_as.service_principal_name	match
resources.jobs.*.run_as.user_name	databricks_job	run_as.user_name	match
resources.jobs.*.run_as_user_name	databricks_job	run_as_user_name	dabs_only
resources.jobs.*.schedule	databricks_job	schedule	match
resources.jobs.*.schedule.pause_status	databricks_job	schedule.pause_status	match
resources.jobs.*.schedule.quartz_cron_expression	databricks_job	schedule.quartz_cron_expression	match
resources.jobs.*.schedule.timezone_id	databricks_job	schedule.timezone_id	match
resources.jobs.*.tags.*	databricks_job	tags	match
resources.jobs.*.tasks[*]	databricks_job	task	renamed
resources.jobs.*.tasks[*].clean_rooms_notebook_task	databricks_job	task.clean_rooms_notebook_task	renamed
resources.jobs.*.tasks[*].clean_rooms_notebook_task.clean_room_name	databricks_job	task.clean_rooms_notebook_task.clean_room_name	renamed
resources.jobs.*.tasks[*].clean_rooms_notebook_task.etag	databricks_job	task.clean_rooms_notebook_task.etag	renamed
resources.jobs.*.tasks[*].clean_rooms_notebook_task.notebook_base_parameters.*	databricks_job	task.clean_rooms_notebook_task.notebook_base_parameters	renamed
resources.jobs.*.tasks[*].clean_rooms_notebook_task.notebook_name	databricks_job	task.clean_rooms_notebook_task.notebook_name	renamed
resources.jobs.*.tasks[*].compute	databricks_job	task.compute	renamed
resources.jobs.*.tasks[*].compute.hardware_accelerator	databricks_job	task.compute.hardware_accelerator	renamed
resources.jobs.*.tasks[*].condition_task	databricks_job	task.condition_task	renamed
resources.jobs.*.tasks[*].condition_task.left	databricks_job	task.condition_task.left	renamed
resources.jobs.*.tasks[*].condition_task.op	databricks_job	task.condition_task.op	renamed
resources.jobs.*.tasks[*].condition_task.right	databricks_job	task.condition_task.right	renamed
resources.jobs.*.tasks[*].dashboard_task	databricks_job	task.dashboard_task	renamed
resources.jobs.*.tasks[*].dashboard_task.dashboard_id	databricks_job	task.dashboard_task.dashboard_id	renamed
resources.jobs.*.tasks[*].dashboard_task.filters.*	databricks_job	task.dashboard_task.filters	dabs_only
resources.jobs.*.tasks[*].dashboard_task.subscription	databricks_job	task.dashboard_task.subscription	renamed
resources.jobs.*.tasks[*].dashboard_task.subscription.custom_subject	databricks_job	task.dashboard_task.subscription.custom_subject	renamed
resources.jobs.*.tasks[*].dashboard_task.subscription.paused	databricks_job	task.dashboard_task.subscription.paused	renamed
resources.jobs.*.tasks[*].dashboard_task.subscription.subscribers[*]	databricks_job	task.dashboard_task.subscription.subscribers	renamed
resources.jobs.*.tasks[*].dashboard_task.subscription.subscribers[*].destination_id	databricks_job	task.dashboard_task.subscription.subscribers.destination_id	renamed
resources.jobs.*.tasks[*].dashboard_task.subscription.subscribers[*].user_name	databricks_job	task.dashboard_task.subscription.subscribers.user_name	renamed
resources.jobs.*.tasks[*].dashboard_task.warehouse_id	databricks_job	task.dashboard_task.warehouse_id	renamed
resources.jobs.*.tasks[*].dbt_cloud_task	databricks_job	task.dbt_cloud_task	renamed
resources.jobs.*.tasks[*].dbt_cloud_task.connection_resource_name	databricks_job	task.dbt_cloud_task.connection_resource_name	renamed
resources.jobs.*.tasks[*].dbt_cloud_task.dbt_cloud_job_id	databricks_job	task.dbt_cloud_task.dbt_cloud_job_id	renamed
resources.jobs.*.tasks[*].dbt_platform_task	databricks_job	task.dbt_platform_task	renamed
resources.jobs.*.tasks[*].dbt_platform_task.connection_resource_name	databricks_job	task.dbt_platform_task.connection_resource_name	renamed
resources.jobs.*.tasks[*].dbt_platform_task.dbt_platform_job_id	databricks_job	task.dbt_platform_task.dbt_platform_job_id	renamed
resources.jobs.*.tasks[*].dbt_task	databricks_job	task.dbt_task	renamed
resources.jobs.*.tasks[*].dbt_task.catalog	databricks_job	task.dbt_task.catalog	renamed
resources.jobs.*.tasks[*].dbt_task.commands[*]	databricks_job	task.dbt_task.commands	renamed
resources.jobs.*.tasks[*].dbt_task.profiles_directory	databricks_job	task.dbt_task.profiles_directory	renamed
resources.jobs.*.tasks[*].dbt_task.project_directory	databricks_job	task.dbt_task.project_directory	renamed
resources.jobs.*.tasks[*].dbt_task.schema	databricks_job	task.dbt_task.schema	renamed
resources.jobs.*.tasks[*].dbt_task.source	databricks_job	task.dbt_task.source	renamed
resources.jobs.*.tasks[*].dbt_task.warehouse_id	databricks_job	task.dbt_task.warehouse_id	renamed
resources.jobs.*.tasks[*].depends_on[*]	databricks_job	task.depends_on	renamed
resources.jobs.*.tasks[*].depends_on[*].outcome	databricks_job	task.depends_on.outcome	renamed
resources.jobs.*.tasks[*].depends_on[*].task_key	databricks_job	task.depends_on.task_key	renamed
resources.jobs.*.tasks[*].description	databricks_job	task.description	renamed
resources.jobs.*.tasks[*].disable_auto_optimization	databricks_job	task.disable_auto_optimization	renamed
resources.jobs.*.tasks[*].disabled	databricks_job	task.disabled	renamed
resources.jobs.*.tasks[*].email_notifications	databricks_job	task.email_notifications	renamed
resources.jobs.*.tasks[*].email_notifications.no_alert_for_skipped_runs	databricks_job	task.email_notifications.no_alert_for_skipped_runs	renamed
resources.jobs.*.tasks[*].email_notifications.on_duration_warning_threshold_exceeded[*]	databricks_job	task.email_notifications.on_duration_warning_threshold_exceeded	renamed
resources.jobs.*.tasks[*].email_notifications.on_failure[*]	databricks_job	task.email_notifications.on_failure	renamed
resources.jobs.*.tasks[*].email_notifications.on_start[*]	databricks_job	task.email_notifications.on_start	renamed
resources.jobs.*.tasks[*].email_notifications.on_streaming_backlog_exceeded[*]	databricks_job	task.email_notifications.on_streaming_backlog_exceeded	renamed
resources.jobs.*.tasks[*].email_notifications.on_success[*]	databricks_job	task.email_notifications.on_success	renamed
resources.jobs.*.tasks[*].environment_key	databricks_job	task.environment_key	renamed
resources.jobs.*.tasks[*].existing_cluster_id	databricks_job	task.existing_cluster_id	renamed
resources.jobs.*.tasks[*].for_each_task	databricks_job	task.for_each_task	renamed
resources.jobs.*.tasks[*].for_each_task.concurrency	databricks_job	task.for_each_task.concurrency	renamed
resources.jobs.*.tasks[*].for_each_task.inputs	databricks_job	task.for_each_task.inputs	renamed
resources.jobs.*.tasks[*].for_each_task.task	databricks_job	task.for_each_task.task	renamed
resources.jobs.*.tasks[*].for_each_task.task.clean_rooms_notebook_task	databricks_job	task.for_each_task.task.clean_rooms_notebook_task	renamed
resources.jobs.*.tasks[*].for_each_task.task.clean_rooms_notebook_task.clean_room_name	databricks_job	task.for_each_task.task.clean_rooms_notebook_task.clean_room_name	renamed
resources.jobs.*.tasks[*].for_each_task.task.clean_rooms_notebook_task.etag	databricks_job	task.for_each_task.task.clean_rooms_notebook_task.etag	renamed
resources.jobs.*.tasks[*].for_each_task.task.clean_rooms_notebook_task.notebook_base_parameters.*	databricks_job	task.for_each_task.task.clean_rooms_notebook_task.notebook_base_parameters	renamed
resources.jobs.*.tasks[*].for_each_task.task.clean_rooms_notebook_task.notebook_name	databricks_job	task.for_each_task.task.clean_rooms_notebook_task.notebook_name	renamed
resources.jobs.*.tasks[*].for_each_task.task.compute	databricks_job	task.for_each_task.task.compute	renamed
resources.jobs.*.tasks[*].for_each_task.task.compute.hardware_accelerator	databricks_job	task.for_each_task.task.compute.hardware_accelerator	renamed
resources.jobs.*.tasks[*].for_each_task.task.condition_task	databricks_job	task.for_each_task.task.condition_task	renamed
resources.jobs.*.tasks[*].for_each_task.task.condition_task.left	databricks_job	task.for_each_task.task.condition_task.left	renamed
resources.jobs.*.tasks[*].for_each_task.task.condition_task.op	databricks_job	task.for_each_task.task.condition_task.op	renamed
resources.jobs.*.tasks[*].for_each_task.task.condition_task.right	databricks_job	task.for_each_task.task.condition_task.right	renamed
resources.jobs.*.tasks[*].for_each_task.task.dashboard_task	databricks_job	task.for_each_task.task.dashboard_task	renamed
resources.jobs.*.tasks[*].for_each_task.task.dashboard_task.dashboard_id	databricks_job	task.for_each_task.task.dashboard_task.dashboard_id	renamed
resources.jobs.*.tasks[*].for_each_task.task.dashboard_task.filters.*	databricks_job	task.for_each_task.task.dashboard_task.filters	dabs_only
resources.jobs.*.tasks[*].for_each_task.task.dashboard_task.subscription	databricks_job	task.for_each_task.task.dashboard_task.subscription	renamed
resources.jobs.*.tasks[*].for_each_task.task.dashboard_task.subscription.custom_subject	databricks_job	task.for_each_task.task.dashboard_task.subscription.custom_subject	renamed
resources.jobs.*.tasks[*].for_each_task.task.dashboard_task.subscription.paused	databricks_job	task.for_each_task.task.dashboard_task.subscription.paused	renamed
resources.jobs.*.tasks[*].for_each_task.task.dashboard_task.subscription.subscribers[*]	databricks_job	task.for_each_task.task.dashboard_task.subscription.subscribers	renamed
resources.jobs.*.tasks[*].for_each_task.task.dashboard_task.subscription.subscribers[*].destination_id	databricks_job	task.for_each_task.task.dashboard_task.subscription.subscribers.destination_id	renamed
resources.jobs.*.tasks[*].for_each_task.task.dashboard_task.subscription.subscribers[*].user_name	databricks_job	task.for_each_task.task.dashboard_task.subscription.subscribers.user_name	renamed
resources.jobs.*.tasks[*].for_each_task.task.dashboard_task.warehouse_id	databricks_job	task.for_each_task.task.dashboard_task.warehouse_id	renamed
resources.jobs.*.tasks[*].for_each_task.task.dbt_cloud_task	databricks_job	task.for_each_task.task.dbt_cloud_task	renamed
resources.jobs.*.tasks[*].for_each_task.task.dbt_cloud_task.connection_resource_name	databricks_job	task.for_each_task.task.dbt_cloud_task.connection_resource_name	renamed
resources.jobs.*.tasks[*].for_each_task.task.dbt_cloud_task.dbt_cloud_job_id	databricks_job	task.for_each_task.task.dbt_cloud_task.dbt_cloud_job_id	renamed
resources.jobs.*.tasks[*].for_each_task.task.dbt_platform_task	databricks_job	task.for_each_task.task.dbt_platform_task	renamed
resources.jobs.*.tasks[*].for_each_task.task.dbt_platform_task.connection_resource_name	databricks_job	task.for_each_task.task.dbt_platform_task.connection_resource_name	renamed
resources.jobs.*.tasks[*].for_each_task.task.dbt_platform_task.dbt_platform_job_id	databricks_job	task.for_each_task.task.dbt_platform_task.dbt_platform_job_id	renamed
resources.jobs.*.tasks[*].for_each_task.task.dbt_task	databricks_job	task.for_each_task.task.dbt_task	renamed
resources.jobs.*.tasks[*].for_each_task.task.dbt_task.catalog	databricks_job	task.for_each_task.task.dbt_task.catalog	renamed
resources.jobs.*.tasks[*].for_each_task.task.dbt_task.commands[*]	databricks_job	task.for_each_task.task.dbt_task.commands	renamed
resources.jobs.*.tasks[*].for_each_task.task.dbt_task.profiles_directory	databricks_job	task.for_each_task.task.dbt_task.profiles_directory	renamed
resources.jobs.*.tasks[*].for_each_task.task.dbt_task.project_directory	databricks_job	task.for_each_task.task.dbt_task.project_directory	renamed
resources.jobs.*.tasks[*].for_each_task.task.dbt_task.schema	databricks_job	task.for_each_task.task.dbt_task.schema	renamed
resources.jobs.*.tasks[*].for_each_task.task.dbt_task.source	databricks_job	task.for_each_task.task.dbt_task.source	renamed
resources.jobs.*.tasks[*].for_each_task.task.dbt_task.warehouse_id	databricks_job	task.for_each_task.task.dbt_task.warehouse_id	renamed
resources.jobs.*.tasks[*].for_each_task.task.depends_on[*]	databricks_job	task.for_each_task.task.depends_on	renamed
resources.jobs.*.tasks[*].for_each_task.task.depends_on[*].outcome	databricks_job	task.for_each_task.task.depends_on.outcome	renamed
resources.jobs.*.tasks[*].for_each_task.task.depends_on[*].task_key	databricks_job	task.for_each_task.task.depends_on.task_key	renamed
resources.jobs.*.tasks[*].for_each_task.task.description	databricks_job	task.for_each_task.task.description	renamed
resources.jobs.*.tasks[*].for_each_task.task.disable_auto_optimization	databricks_job	task.for_each_task.task.disable_auto_optimization	renamed
resources.jobs.*.tasks[*].for_each_task.task.disabled	databricks_job	task.for_each_task.task.disabled	renamed
resources.jobs.*.tasks[*].for_each_task.task.email_notifications	databricks_job	task.for_each_task.task.email_notifications	renamed
resources.jobs.*.tasks[*].for_each_task.task.email_notifications.no_alert_for_skipped_runs	databricks_job	task.for_each_task.task.email_notifications.no_alert_for_skipped_runs	renamed
resources.jobs.*.tasks[*].for_each_task.task.email_notifications.on_duration_warning_threshold_exceeded[*]	databricks_job	task.for_each_task.task.email_notifications.on_duration_warning_threshold_exceeded	renamed
resources.jobs.*.tasks[*].for_each_task.task.email_notifications.on_failure[*]	databricks_job	task.for_each_task.task.email_notifications.on_failure	renamed
resources.jobs.*.tasks[*].for_each_task.task.email_notifications.on_start[*]	databricks_job	task.for_each_task.task.email_notifications.on_start	renamed
resources.jobs.*.tasks[*].for_each_task.task.email_notifications.on_streaming_backlog_exceeded[*]	databricks_job	task.for_each_task.task.email_notifications.on_streaming_backlog_exceeded	renamed
resources.jobs.*.tasks[*].for_each_task.task.email_notifications.on_success[*]	databricks_job	task.for_each_task.task.email_notifications.on_success	renamed
resources.jobs.*.tasks[*].for_each_task.task.environment_key	databricks_job	task.for_each_task.task.environment_key	renamed
resources.jobs.*.tasks[*].for_each_task.task.existing_cluster_id	databricks_job	task.for_each_task.task.existing_cluster_id	renamed
resources.jobs.*.tasks[*].for_each_task.task.for_each_task	databricks_job	task.for_each_task.task.for_each_task	dabs_only
resources.jobs.*.tasks[*].for_each_task.task.for_each_task.concurrency	databricks_job	task.for_each_task.task.for_each_task.concurrency	dabs_only
resources.jobs.*.tasks[*].for_each_task.task.for_each_task.inputs	databricks_job	task.for_each_task.task.for_each_task.inputs	dabs_only
resources.jobs.*.tasks[*].for_each_task.task.for_each_task.task	databricks_job	task.for_each_task.task.for_each_task.task	dabs_only
resources.jobs.*.tasks[*].for_each_task.task.gen_ai_compute_task	databricks_job	task.for_each_task.task.gen_ai_compute_task	renamed
resources.jobs.*.tasks[*].for_each_task.task.gen_ai_compute_task.command	databricks_job	task.for_each_task.task.gen_ai_compute_task.command	renamed
resources.jobs.*.tasks[*].for_each_task.task.gen_ai_compute_task.compute	databricks_job	task.for_each_task.task.gen_ai_compute_task.compute	renamed
resources.jobs.*.tasks[*].for_each_task.task.gen_ai_compute_task.compute.gpu_node_pool_id	databricks_job	task.for_each_task.task.gen_ai_compute_task.compute.gpu_node_pool_id	renamed
resources.jobs.*.tasks[*].for_each_task.task.gen_ai_compute_task.compute.gpu_type	databricks_job	task.for_each_task.task.gen_ai_compute_task.compute.gpu_type	renamed
resources.jobs.*.tasks[*].for_each_task.task.gen_ai_compute_task.compute.num_gpus	databricks_job	task.for_each_task.task.gen_ai_compute_task.compute.num_gpus	renamed
resources.jobs.*.tasks[*].for_each_task.task.gen_ai_compute_task.dl_runtime_image	databricks_job	task.for_each_task.task.gen_ai_compute_task.dl_runtime_image	renamed
resources.jobs.*.tasks[*].for_each_task.task.gen_ai_compute_task.mlflow_experiment_name	databricks_job	task.for_each_task.task.gen_ai_compute_task.mlflow_experiment_name	renamed
resources.jobs.*.tasks[*].for_each_task.task.gen_ai_compute_task.source	databricks_job	task.for_each_task.task.gen_ai_compute_task.source	renamed
resources.jobs.*.tasks[*].for_each_task.task.gen_ai_compute_task.training_script_path	databricks_job	task.for_each_task.task.gen_ai_compute_task.training_script_path	renamed
resources.jobs.*.tasks[*].for_each_task.task.gen_ai_compute_task.yaml_parameters	databricks_job	task.for_each_task.task.gen_ai_compute_task.yaml_parameters	renamed
resources.jobs.*.tasks[*].for_each_task.task.gen_ai_compute_task.yaml_parameters_file_path	databricks_job	task.for_each_task.task.gen_ai_compute_task.yaml_parameters_file_path	renamed
resources.jobs.*.tasks[*].for_each_task.task.health	databricks_job	task.for_each_task.task.health	renamed
resources.jobs.*.tasks[*].for_each_task.task.health.rules[*]	databricks_job	task.for_each_task.task.health.rules	renamed
resources.jobs.*.tasks[*].for_each_task.task.health.rules[*].metric	databricks_job	task.for_each_task.task.health.rules.metric	renamed
resources.jobs.*.tasks[*].for_each_task.task.health.rules[*].op	databricks_job	task.for_each_task.task.health.rules.op	renamed
resources.jobs.*.tasks[*].for_each_task.task.health.rules[*].value	databricks_job	task.for_each_task.task.health.rules.value	renamed
resources.jobs.*.tasks[*].for_each_task.task.job_cluster_key	databricks_job	task.for_each_task.task.job_cluster_key	renamed
resources.jobs.*.tasks[*].for_each_task.task.libraries[*]	databricks_job	task.for_each_task.task.library	renamed
resources.jobs.*.tasks[*].for_each_task.task.libraries[*].cran	databricks_job	task.for_each_task.task.library.cran	renamed
resources.jobs.*.tasks[*].for_each_task.task.libraries[*].cran.package	databricks_job	task.for_each_task.task.library.cran.package	renamed
resources.jobs.*.tasks[*].for_each_task.task.libraries[*].cran.repo	databricks_job	task.for_each_task.task.library.cran.repo	renamed
resources.jobs.*.tasks[*].for_each_task.task.libraries[*].egg	databricks_job	task.for_each_task.task.library.egg	renamed
resources.jobs.*.tasks[*].for_each_task.task.libraries[*].jar	databricks_job	task.for_each_task.task.library.jar	renamed
resources.jobs.*.tasks[*].for_each_task.task.libraries[*].maven	databricks_job	task.for_each_task.task.library.maven	renamed
resources.jobs.*.tasks[*].for_each_task.task.libraries[*].maven.coordinates	databricks_job	task.for_each_task.task.library.maven.coordinates	renamed
resources.jobs.*.tasks[*].for_each_task.task.libraries[*].maven.exclusions[*]	databricks_job	task.for_each_task.task.library.maven.exclusions	renamed
resources.jobs.*.tasks[*].for_each_task.task.libraries[*].maven.repo	databricks_job	task.for_each_task.task.library.maven.repo	renamed
resources.jobs.*.tasks[*].for_each_task.task.libraries[*].pypi	databricks_job	task.for_each_task.task.library.pypi	renamed
resources.jobs.*.tasks[*].for_each_task.task.libraries[*].pypi.package	databricks_job	task.for_each_task.task.library.pypi.package	renamed
resources.jobs.*.tasks[*].for_each_task.task.libraries[*].pypi.repo	databricks_job	task.for_each_task.task.library.pypi.repo	renamed
resources.jobs.*.tasks[*].for_each_task.task.libraries[*].requirements	databricks_job	task.for_each_task.task.library.requirements	renamed
resources.jobs.*.tasks[*].for_each_task.task.libraries[*].whl	databricks_job	task.for_each_task.task.library.whl	renamed
resources.jobs.*.tasks[*].for_each_task.task.max_retries	databricks_job	task.for_each_task.task.max_retries	renamed
resources.jobs.*.tasks[*].for_each_task.task.min_retry_interval_millis	databricks_job	task.for_each_task.task.min_retry_interval_millis	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster	databricks_job	task.for_each_task.task.new_cluster	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.apply_policy_default_values	databricks_job	task.for_each_task.task.new_cluster.apply_policy_default_values	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.autoscale	databricks_job	task.for_each_task.task.new_cluster.autoscale	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.autoscale.max_workers	databricks_job	task.for_each_task.task.new_cluster.autoscale.max_workers	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.autoscale.min_workers	databricks_job	task.for_each_task.task.new_cluster.autoscale.min_workers	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.autotermination_minutes	databricks_job	task.for_each_task.task.new_cluster.autotermination_minutes	dabs_only
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.aws_attributes	databricks_job	task.for_each_task.task.new_cluster.aws_attributes	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.aws_attributes.availability	databricks_job	task.for_each_task.task.new_cluster.aws_attributes.availability	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.aws_attributes.ebs_volume_count	databricks_job	task.for_each_task.task.new_cluster.aws_attributes.ebs_volume_count	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.aws_attributes.ebs_volume_iops	databricks_job	task.for_each_task.task.new_cluster.aws_attributes.ebs_volume_iops	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.aws_attributes.ebs_volume_size	databricks_job	task.for_each_task.task.new_cluster.aws_attributes.ebs_volume_size	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.aws_attributes.ebs_volume_throughput	databricks_job	task.for_each_task.task.new_cluster.aws_attributes.ebs_volume_throughput	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.aws_attributes.ebs_volume_type	databricks_job	task.for_each_task.task.new_cluster.aws_attributes.ebs_volume_type	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.aws_attributes.first_on_demand	databricks_job	task.for_each_task.task.new_cluster.aws_attributes.first_on_demand	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.aws_attributes.instance_profile_arn	databricks_job	task.for_each_task.task.new_cluster.aws_attributes.instance_profile_arn	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.aws_attributes.spot_bid_price_percent	databricks_job	task.for_each_task.task.new_cluster.aws_attributes.spot_bid_price_percent	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.aws_attributes.zone_id	databricks_job	task.for_each_task.task.new_cluster.aws_attributes.zone_id	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.azure_attributes	databricks_job	task.for_each_task.task.new_cluster.azure_attributes	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.azure_attributes.availability	databricks_job	task.for_each_task.task.new_cluster.azure_attributes.availability	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.azure_attributes.first_on_demand	databricks_job	task.for_each_task.task.new_cluster.azure_attributes.first_on_demand	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.azure_attributes.log_analytics_info	databricks_job	task.for_each_task.task.new_cluster.azure_attributes.log_analytics_info	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.azure_attributes.log_analytics_info.log_analytics_primary_key	databricks_job	task.for_each_task.task.new_cluster.azure_attributes.log_analytics_info.log_analytics_primary_key	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.azure_attributes.log_analytics_info.log_analytics_workspace_id	databricks_job	task.for_each_task.task.new_cluster.azure_attributes.log_analytics_info.log_analytics_workspace_id	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.azure_attributes.spot_bid_max_price	databricks_job	task.for_each_task.task.new_cluster.azure_attributes.spot_bid_max_price	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.cluster_log_conf	databricks_job	task.for_each_task.task.new_cluster.cluster_log_conf	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.cluster_log_conf.dbfs	databricks_job	task.for_each_task.task.new_cluster.cluster_log_conf.dbfs	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.cluster_log_conf.dbfs.destination	databricks_job	task.for_each_task.task.new_cluster.cluster_log_conf.dbfs.destination	renamed
resources.jobs.*.tasks[*].for_each_task.task.new_cluster.cluster_log_conf.s3	databricks_job	task.for_each_task.task.new_cluster.cluster_log_conf.s3	renamed
