dabs_path	tf_resource	tf_path	status
resources.jobs.*.tasks[*].run_job_task.pipeline_params	databricks_job	task.run_job_task.pipeline_params	renamed
resources.jobs.*.tasks[*].run_job_task.pipeline_params.full_refresh	databricks_job	task.run_job_task.pipeline_params.full_refresh	renamed
resources.jobs.*.tasks[*].run_job_task.python_named_params.*	databricks_job	task.run_job_task.python_named_params	renamed
resources.jobs.*.tasks[*].run_job_task.python_params[*]	databricks_job	task.run_job_task.python_params	renamed
resources.jobs.*.tasks[*].run_job_task.spark_submit_params[*]	databricks_job	task.run_job_task.spark_submit_params	renamed
resources.jobs.*.tasks[*].run_job_task.sql_params.*	databricks_job	task.run_job_task.sql_params	renamed
resources.jobs.*.tasks[*].spark_jar_task	databricks_job	task.spark_jar_task	renamed
resources.jobs.*.tasks[*].spark_jar_task.jar_uri	databricks_job	task.spark_jar_task.jar_uri	renamed
resources.jobs.*.tasks[*].spark_jar_task.main_class_name	databricks_job	task.spark_jar_task.main_class_name	renamed
resources.jobs.*.tasks[*].spark_jar_task.parameters[*]	databricks_job	task.spark_jar_task.parameters	renamed
resources.jobs.*.tasks[*].spark_jar_task.run_as_repl	databricks_job	task.spark_jar_task.run_as_repl	renamed
resources.jobs.*.tasks[*].spark_python_task	databricks_job	task.spark_python_task	renamed
resources.jobs.*.tasks[*].spark_python_task.parameters[*]	databricks_job	task.spark_python_task.parameters	renamed
resources.jobs.*.tasks[*].spark_python_task.python_file	databricks_job	task.spark_python_task.python_file	renamed
resources.jobs.*.tasks[*].spark_python_task.source	databricks_job	task.spark_python_task.source	renamed
resources.jobs.*.tasks[*].spark_submit_task	databricks_job	task.spark_submit_task	renamed
resources.jobs.*.tasks[*].spark_submit_task.parameters[*]	databricks_job	task.spark_submit_task.parameters	renamed
resources.jobs.*.tasks[*].sql_task	databricks_job	task.sql_task	renamed
resources.jobs.*.tasks[*].sql_task.alert	databricks_job	task.sql_task.alert	renamed
resources.jobs.*.tasks[*].sql_task.alert.alert_id	databricks_job	task.sql_task.alert.alert_id	renamed
resources.jobs.*.tasks[*].sql_task.alert.pause_subscriptions	databricks_job	task.sql_task.alert.pause_subscriptions	renamed
resources.jobs.*.tasks[*].sql_task.alert.subscriptions[*]	databricks_job	task.sql_task.alert.subscriptions	renamed
resources.jobs.*.tasks[*].sql_task.alert.subscriptions[*].destination_id	databricks_job	task.sql_task.alert.subscriptions.destination_id	renamed
resources.jobs.*.tasks[*].sql_task.alert.subscriptions[*].user_name	databricks_job	task.sql_task.alert.subscriptions.user_name	renamed
resources.jobs.*.tasks[*].sql_task.dashboard	databricks_job	task.sql_task.dashboard	renamed
resources.jobs.*.tasks[*].sql_task.dashboard.custom_subject	databricks_job	task.sql_task.dashboard.custom_subject	renamed
resources.jobs.*.tasks[*].sql_task.dashboard.dashboard_id	databricks_job	task.sql_task.dashboard.dashboard_id	renamed
resources.jobs.*.tasks[*].sql_task.dashboard.pause_subscriptions	databricks_job	task.sql_task.dashboard.pause_subscriptions	renamed
resources.jobs.*.tasks[*].sql_task.dashboard.subscriptions[*]	databricks_job	task.sql_task.dashboard.subscriptions	renamed
resources.jobs.*.tasks[*].sql_task.dashboard.subscriptions[*].destination_id	databricks_job	task.sql_task.dashboard.subscriptions.destination_id	renamed
resources.jobs.*.tasks[*].sql_task.dashboard.subscriptions[*].user_name	databricks_job	task.sql_task.dashboard.subscriptions.user_name	renamed
resources.jobs.*.tasks[*].sql_task.file	databricks_job	task.sql_task.file	renamed
resources.jobs.*.tasks[*].sql_task.file.path	databricks_job	task.sql_task.file.path	renamed
resources.jobs.*.tasks[*].sql_task.file.source	databricks_job	task.sql_task.file.source	renamed
resources.jobs.*.tasks[*].sql_task.parameters.*	databricks_job	task.sql_task.parameters	renamed
resources.jobs.*.tasks[*].sql_task.query	databricks_job	task.sql_task.query	renamed
resources.jobs.*.tasks[*].sql_task.query.query_id	databricks_job	task.sql_task.query.query_id	renamed
resources.jobs.*.tasks[*].sql_task.warehouse_id	databricks_job	task.sql_task.warehouse_id	renamed
resources.jobs.*.tasks[*].task_key	databricks_job	task.task_key	renamed
resources.jobs.*.tasks[*].timeout_seconds	databricks_job	task.timeout_seconds	renamed
resources.jobs.*.tasks[*].webhook_notifications	databricks_job	task.webhook_notifications	renamed
resources.jobs.*.tasks[*].webhook_notifications.on_duration_warning_threshold_exceeded[*]	databricks_job	task.webhook_notifications.on_duration_warning_threshold_exceeded	renamed
resources.jobs.*.tasks[*].webhook_notifications.on_duration_warning_threshold_exceeded[*].id	databricks_job	task.webhook_notifications.on_duration_warning_threshold_exceeded.id	renamed
resources.jobs.*.tasks[*].webhook_notifications.on_failure[*]	databricks_job	task.webhook_notifications.on_failure	renamed
resources.jobs.*.tasks[*].webhook_notifications.on_failure[*].id	databricks_job	task.webhook_notifications.on_failure.id	renamed
resources.jobs.*.tasks[*].webhook_notifications.on_start[*]	databricks_job	task.webhook_notifications.on_start	renamed
resources.jobs.*.tasks[*].webhook_notifications.on_start[*].id	databricks_job	task.webhook_notifications.on_start.id	renamed
resources.jobs.*.tasks[*].webhook_notifications.on_streaming_backlog_exceeded[*]	databricks_job	task.webhook_notifications.on_streaming_backlog_exceeded	renamed
resources.jobs.*.tasks[*].webhook_notifications.on_streaming_backlog_exceeded[*].id	databricks_job	task.webhook_notifications.on_streaming_backlog_exceeded.id	renamed
resources.jobs.*.tasks[*].webhook_notifications.on_success[*]	databricks_job	task.webhook_notifications.on_success	renamed
resources.jobs.*.tasks[*].webhook_notifications.on_success[*].id	databricks_job	task.webhook_notifications.on_success.id	renamed
resources.jobs.*.timeout_seconds	databricks_job	timeout_seconds	match
resources.jobs.*.trigger	databricks_job	trigger	match
resources.jobs.*.trigger.file_arrival	databricks_job	trigger.file_arrival	match
resources.jobs.*.trigger.file_arrival.min_time_between_triggers_seconds	databricks_job	trigger.file_arrival.min_time_between_triggers_seconds	match
resources.jobs.*.trigger.file_arrival.url	databricks_job	trigger.file_arrival.url	match
resources.jobs.*.trigger.file_arrival.wait_after_last_change_seconds	databricks_job	trigger.file_arrival.wait_after_last_change_seconds	match
resources.jobs.*.trigger.model	databricks_job	trigger.model	match
resources.jobs.*.trigger.model.aliases[*]	databricks_job	trigger.model.aliases	match
resources.jobs.*.trigger.model.condition	databricks_job	trigger.model.condition	match
resources.jobs.*.trigger.model.min_time_between_triggers_seconds	databricks_job	trigger.model.min_time_between_triggers_seconds	match
resources.jobs.*.trigger.model.securable_name	databricks_job	trigger.model.securable_name	match
resources.jobs.*.trigger.model.wait_after_last_change_seconds	databricks_job	trigger.model.wait_after_last_change_seconds	match
resources.jobs.*.trigger.pause_status	databricks_job	trigger.pause_status	match
resources.jobs.*.trigger.periodic	databricks_job	trigger.periodic	match
resources.jobs.*.trigger.periodic.interval	databricks_job	trigger.periodic.interval	match
resources.jobs.*.trigger.periodic.unit	databricks_job	trigger.periodic.unit	match
resources.jobs.*.trigger.table_update	databricks_job	trigger.table_update	match
resources.jobs.*.trigger.table_update.condition	databricks_job	trigger.table_update.condition	match
resources.jobs.*.trigger.table_update.min_time_between_triggers_seconds	databricks_job	trigger.table_update.min_time_between_triggers_seconds	match
resources.jobs.*.trigger.table_update.table_names[*]	databricks_job	trigger.table_update.table_names	match
resources.jobs.*.trigger.table_update.wait_after_last_change_seconds	databricks_job	trigger.table_update.wait_after_last_change_seconds	match
resources.jobs.*.trigger_state	databricks_job	trigger_state	dabs_only
resources.jobs.*.trigger_state.file_arrival	databricks_job	trigger_state.file_arrival	dabs_only
resources.jobs.*.trigger_state.file_arrival.using_file_events	databricks_job	trigger_state.file_arrival.using_file_events	dabs_only
resources.jobs.*.trigger_state.table	databricks_job	trigger_state.table	dabs_only
resources.jobs.*.trigger_state.table.last_seen_table_states[*]	databricks_job	trigger_state.table.last_seen_table_states	dabs_only
resources.jobs.*.trigger_state.table.last_seen_table_states[*].has_seen_updates	databricks_job	trigger_state.table.last_seen_table_states.has_seen_updates	dabs_only
resources.jobs.*.trigger_state.table.last_seen_table_states[*].table_name	databricks_job	trigger_state.table.last_seen_table_states.table_name	dabs_only
resources.jobs.*.trigger_state.table.using_scalable_monitoring	databricks_job	trigger_state.table.using_scalable_monitoring	dabs_only
resources.jobs.*.url	databricks_job	url	match
resources.jobs.*.usage_policy_id	databricks_job	usage_policy_id	match
resources.jobs.*.webhook_notifications	databricks_job	webhook_notifications	match
resources.jobs.*.webhook_notifications.on_duration_warning_threshold_exceeded[*]	databricks_job	webhook_notifications.on_duration_warning_threshold_exceeded	match
resources.jobs.*.webhook_notifications.on_duration_warning_threshold_exceeded[*].id	databricks_job	webhook_notifications.on_duration_warning_threshold_exceeded.id	match
resources.jobs.*.webhook_notifications.on_failure[*]	databricks_job	webhook_notifications.on_failure	match
resources.jobs.*.webhook_notifications.on_failure[*].id	databricks_job	webhook_notifications.on_failure.id	match
resources.jobs.*.webhook_notifications.on_start[*]	databricks_job	webhook_notifications.on_start	match
resources.jobs.*.webhook_notifications.on_start[*].id	databricks_job	webhook_notifications.on_start.id	match
resources.jobs.*.webhook_notifications.on_streaming_backlog_exceeded[*]	databricks_job	webhook_notifications.on_streaming_backlog_exceeded	match
resources.jobs.*.webhook_notifications.on_streaming_backlog_exceeded[*].id	databricks_job	webhook_notifications.on_streaming_backlog_exceeded.id	match
resources.jobs.*.webhook_notifications.on_success[*]	databricks_job	webhook_notifications.on_success	match
resources.jobs.*.webhook_notifications.on_success[*].id	databricks_job	webhook_notifications.on_success.id	match
?	databricks_job	always_running	tf_only
?	databricks_job	control_run_state	tf_only
?	databricks_job	dbt_task	tf_only
?	databricks_job	dbt_task.catalog	tf_only
?	databricks_job	dbt_task.commands	tf_only
?	databricks_job	dbt_task.profiles_directory	tf_only
?	databricks_job	dbt_task.project_directory	tf_only
?	databricks_job	dbt_task.schema	tf_only
?	databricks_job	dbt_task.source	tf_only
?	databricks_job	dbt_task.warehouse_id	tf_only
?	databricks_job	existing_cluster_id	tf_only
?	databricks_job	job_cluster.new_cluster.__apply_policy_default_values_allow_list	tf_only
?	databricks_job	job_cluster.new_cluster.cluster_id	tf_only
?	databricks_job	job_cluster.new_cluster.cluster_mount_info	tf_only
?	databricks_job	job_cluster.new_cluster.cluster_mount_info.local_mount_dir_path	tf_only
?	databricks_job	job_cluster.new_cluster.cluster_mount_info.network_filesystem_info	tf_only
?	databricks_job	job_cluster.new_cluster.cluster_mount_info.network_filesystem_info.mount_options	tf_only
?	databricks_job	job_cluster.new_cluster.cluster_mount_info.network_filesystem_info.server_address	tf_only
?	databricks_job	job_cluster.new_cluster.cluster_mount_info.remote_mount_dir_path	tf_only
?	databricks_job	job_cluster.new_cluster.idempotency_token	tf_only
?	databricks_job	job_cluster.new_cluster.library	tf_only
?	databricks_job	job_cluster.new_cluster.library.cran	tf_only
?	databricks_job	job_cluster.new_cluster.library.cran.package	tf_only
?	databricks_job	job_cluster.new_cluster.library.cran.repo	tf_only
?	databricks_job	job_cluster.new_cluster.library.egg	tf_only
?	databricks_job	job_cluster.new_cluster.library.jar	tf_only
?	databricks_job	job_cluster.new_cluster.library.maven	tf_only
?	databricks_job	job_cluster.new_cluster.library.maven.coordinates	tf_only
?	databricks_job	job_cluster.new_cluster.library.maven.exclusions	tf_only
?	databricks_job	job_cluster.new_cluster.library.maven.repo	tf_only
?	databricks_job	job_cluster.new_cluster.library.provider_config	tf_only
?	databricks_job	job_cluster.new_cluster.library.provider_config.workspace_id	tf_only
?	databricks_job	job_cluster.new_cluster.library.pypi	tf_only
?	databricks_job	job_cluster.new_cluster.library.pypi.package	tf_only
?	databricks_job	job_cluster.new_cluster.library.pypi.repo	tf_only
?	databricks_job	job_cluster.new_cluster.library.requirements	tf_only
?	databricks_job	job_cluster.new_cluster.library.whl	tf_only
?	databricks_job	job_cluster.new_cluster.provider_config	tf_only
?	databricks_job	job_cluster.new_cluster.provider_config.workspace_id	tf_only
?	databricks_job	library	tf_only
?	databricks_job	library.cran	tf_only
?	databricks_job	library.cran.package	tf_only
?	databricks_job	library.cran.repo	tf_only
?	databricks_job	library.egg	tf_only
?	databricks_job	library.jar	tf_only
?	databricks_job	library.maven	tf_only
?	databricks_job	library.maven.coordinates	tf_only
?	databricks_job	library.maven.exclusions	tf_only
?	databricks_job	library.maven.repo	tf_only
?	databricks_job	library.provider_config	tf_only
?	databricks_job	library.provider_config.workspace_id	tf_only
?	databricks_job	library.pypi	tf_only
?	databricks_job	library.pypi.package	tf_only
?	databricks_job	library.pypi.repo	tf_only
?	databricks_job	library.requirements	tf_only
?	databricks_job	library.whl	tf_only
?	databricks_job	max_retries	tf_only
?	databricks_job	min_retry_interval_millis	tf_only
?	databricks_job	new_cluster	tf_only
?	databricks_job	new_cluster.apply_policy_default_values	tf_only
?	databricks_job	new_cluster.autoscale	tf_only
?	databricks_job	new_cluster.autoscale.max_workers	tf_only
?	databricks_job	new_cluster.autoscale.min_workers	tf_only
?	databricks_job	new_cluster.aws_attributes	tf_only
?	databricks_job	new_cluster.aws_attributes.availability	tf_only
?	databricks_job	new_cluster.aws_attributes.ebs_volume_count	tf_only
?	databricks_job	new_cluster.aws_attributes.ebs_volume_iops	tf_only
?	databricks_job	new_cluster.aws_attributes.ebs_volume_size	tf_only
?	databricks_job	new_cluster.aws_attributes.ebs_volume_throughput	tf_only
?	databricks_job	new_cluster.aws_attributes.ebs_volume_type	tf_only
?	databricks_job	new_cluster.aws_attributes.first_on_demand	tf_only
?	databricks_job	new_cluster.aws_attributes.instance_profile_arn	tf_only
?	databricks_job	new_cluster.aws_attributes.spot_bid_price_percent	tf_only
?	databricks_job	new_cluster.aws_attributes.zone_id	tf_only
?	databricks_job	new_cluster.azure_attributes	tf_only
?	databricks_job	new_cluster.azure_attributes.availability	tf_only
?	databricks_job	new_cluster.azure_attributes.first_on_demand	tf_only
?	databricks_job	new_cluster.azure_attributes.log_analytics_info	tf_only
?	databricks_job	new_cluster.azure_attributes.log_analytics_info.log_analytics_primary_key	tf_only
?	databricks_job	new_cluster.azure_attributes.log_analytics_info.log_analytics_workspace_id	tf_only
?	databricks_job	new_cluster.azure_attributes.spot_bid_max_price	tf_only
?	databricks_job	new_cluster.cluster_id	tf_only
?	databricks_job	new_cluster.cluster_log_conf	tf_only
?	databricks_job	new_cluster.cluster_log_conf.dbfs	tf_only
?	databricks_job	new_cluster.cluster_log_conf.dbfs.destination	tf_only
?	databricks_job	new_cluster.cluster_log_conf.s3	tf_only
?	databricks_job	new_cluster.cluster_log_conf.s3.canned_acl	tf_only
?	databricks_job	new_cluster.cluster_log_conf.s3.destination	tf_only
?	databricks_job	new_cluster.cluster_log_conf.s3.enable_encryption	tf_only
?	databricks_job	new_cluster.cluster_log_conf.s3.encryption_type	tf_only
?	databricks_job	new_cluster.cluster_log_conf.s3.endpoint	tf_only
?	databricks_job	new_cluster.cluster_log_conf.s3.kms_key	tf_only
?	databricks_job	new_cluster.cluster_log_conf.s3.region	tf_only
?	databricks_job	new_cluster.cluster_log_conf.volumes	tf_only
?	databricks_job	new_cluster.cluster_log_conf.volumes.destination	tf_only
?	databricks_job	new_cluster.cluster_mount_info	tf_only
?	databricks_job	new_cluster.cluster_mount_info.local_mount_dir_path	tf_only
?	databricks_job	new_cluster.cluster_mount_info.network_filesystem_info	tf_only
?	databricks_job	new_cluster.cluster_mount_info.network_filesystem_info.mount_options	tf_only
?	databricks_job	new_cluster.cluster_mount_info.network_filesystem_info.server_address	tf_only
?	databricks_job	new_cluster.cluster_mount_info.remote_mount_dir_path	tf_only
?	databricks_job	new_cluster.cluster_name	tf_only
?	databricks_job	new_cluster.custom_tags	tf_only
?	databricks_job	new_cluster.data_security_mode	tf_only
?	databricks_job	new_cluster.docker_image	tf_only
?	databricks_job	new_cluster.docker_image.basic_auth	tf_only
?	databricks_job	new_cluster.docker_image.basic_auth.password	tf_only
?	databricks_job	new_cluster.docker_image.basic_auth.username	tf_only
?	databricks_job	new_cluster.docker_image.url	tf_only
?	databricks_job	new_cluster.driver_instance_pool_id	tf_only
?	databricks_job	new_cluster.driver_node_type_flexibility	tf_only
?	databricks_job	new_cluster.driver_node_type_flexibility.alternate_node_type_ids	tf_only
?	databricks_job	new_cluster.driver_node_type_id	tf_only
?	databricks_job	new_cluster.enable_elastic_disk	tf_only
?	databricks_job	new_cluster.enable_local_disk_encryption	tf_only
?	databricks_job	new_cluster.gcp_attributes	tf_only
?	databricks_job	new_cluster.gcp_attributes.availability	tf_only
?	databricks_job	new_cluster.gcp_attributes.boot_disk_size	tf_only
?	databricks_job	new_cluster.gcp_attributes.first_on_demand	tf_only
?	databricks_job	new_cluster.gcp_attributes.google_service_account	tf_only
?	databricks_job	new_cluster.gcp_attributes.local_ssd_count	tf_only
?	databricks_job	new_cluster.gcp_attributes.use_preemptible_executors	tf_only
?	databricks_job	new_cluster.gcp_attributes.zone_id	tf_only
?	databricks_job	new_cluster.idempotency_token	tf_only
?	databricks_job	new_cluster.init_scripts	tf_only
?	databricks_job	new_cluster.init_scripts.abfss	tf_only
?	databricks_job	new_cluster.init_scripts.abfss.destination	tf_only
?	databricks_job	new_cluster.init_scripts.dbfs	tf_only
?	databricks_job	new_cluster.init_scripts.dbfs.destination	tf_only
?	databricks_job	new_cluster.init_scripts.file	tf_only
?	databricks_job	new_cluster.init_scripts.file.destination	tf_only
?	databricks_job	new_cluster.init_scripts.gcs	tf_only
?	databricks_job	new_cluster.init_scripts.gcs.destination	tf_only
?	databricks_job	new_cluster.init_scripts.s3	tf_only
?	databricks_job	new_cluster.init_scripts.s3.canned_acl	tf_only
?	databricks_job	new_cluster.init_scripts.s3.destination	tf_only
?	databricks_job	new_cluster.init_scripts.s3.enable_encryption	tf_only
?	databricks_job	new_cluster.init_scripts.s3.encryption_type	tf_only
?	databricks_job	new_cluster.init_scripts.s3.endpoint	tf_only
?	databricks_job	new_cluster.init_scripts.s3.kms_key	tf_only
?	databricks_job	new_cluster.init_scripts.s3.region	tf_only
?	databricks_job	new_cluster.init_scripts.volumes	tf_only
?	databricks_job	new_cluster.init_scripts.volumes.destination	tf_only
?	databricks_job	new_cluster.init_scripts.workspace	tf_only
?	databricks_job	new_cluster.init_scripts.workspace.destination	tf_only
?	databricks_job	new_cluster.instance_pool_id	tf_only
?	databricks_job	new_cluster.is_single_node	tf_only
?	databricks_job	new_cluster.kind	tf_only
?	databricks_job	new_cluster.library	tf_only
?	databricks_job	new_cluster.library.cran	tf_only
?	databricks_job	new_cluster.library.cran.package	tf_only
?	databricks_job	new_cluster.library.cran.repo	tf_only
?	databricks_job	new_cluster.library.egg	tf_only
?	databricks_job	new_cluster.library.jar	tf_only
?	databricks_job	new_cluster.library.maven	tf_only
?	databricks_job	new_cluster.library.maven.coordinates	tf_only
?	databricks_job	new_cluster.library.maven.exclusions	tf_only
?	databricks_job	new_cluster.library.maven.repo	tf_only
?	databricks_job	new_cluster.library.provider_config	tf_only
?	databricks_job	new_cluster.library.provider_config.workspace_id	tf_only
?	databricks_job	new_cluster.library.pypi	tf_only
?	databricks_job	new_cluster.library.pypi.package	tf_only
?	databricks_job	new_cluster.library.pypi.repo	tf_only
?	databricks_job	new_cluster.library.requirements	tf_only
?	databricks_job	new_cluster.library.whl	tf_only
?	databricks_job	new_cluster.node_type_id	tf_only
?	databricks_job	new_cluster.num_workers	tf_only
?	databricks_job	new_cluster.policy_id	tf_only
?	databricks_job	new_cluster.provider_config	tf_only
?	databricks_job	new_cluster.provider_config.workspace_id	tf_only
?	databricks_job	new_cluster.remote_disk_throughput	tf_only
?	databricks_job	new_cluster.runtime_engine	tf_only
?	databricks_job	new_cluster.single_user_name	tf_only
?	databricks_job	new_cluster.spark_conf	tf_only
?	databricks_job	new_cluster.spark_env_vars	tf_only
?	databricks_job	new_cluster.spark_version	tf_only
?	databricks_job	new_cluster.ssh_public_keys	tf_only
?	databricks_job	new_cluster.total_initial_remote_disk_size	tf_only
?	databricks_job	new_cluster.use_ml_runtime	tf_only
?	databricks_job	new_cluster.worker_node_type_flexibility	tf_only
?	databricks_job	new_cluster.worker_node_type_flexibility.alternate_node_type_ids	tf_only
?	databricks_job	new_cluster.workload_type	tf_only
?	databricks_job	new_cluster.workload_type.clients	tf_only
?	databricks_job	new_cluster.workload_type.clients.jobs	tf_only
?	databricks_job	new_cluster.workload_type.clients.notebooks	tf_only
?	databricks_job	notebook_task	tf_only
?	databricks_job	notebook_task.base_parameters	tf_only
?	databricks_job	notebook_task.notebook_path	tf_only
?	databricks_job	notebook_task.source	tf_only
?	databricks_job	notebook_task.warehouse_id	tf_only
?	databricks_job	pipeline_task	tf_only
?	databricks_job	pipeline_task.full_refresh	tf_only
?	databricks_job	pipeline_task.pipeline_id	tf_only
?	databricks_job	provider_config	tf_only
?	databricks_job	provider_config.workspace_id	tf_only
?	databricks_job	python_wheel_task	tf_only
?	databricks_job	python_wheel_task.entry_point	tf_only
?	databricks_job	python_wheel_task.named_parameters	tf_only
?	databricks_job	python_wheel_task.package_name	tf_only
?	databricks_job	python_wheel_task.parameters	tf_only
?	databricks_job	retry_on_timeout	tf_only
?	databricks_job	run_job_task	tf_only
?	databricks_job	run_job_task.job_id	tf_only
?	databricks_job	run_job_task.job_parameters	tf_only
?	databricks_job	spark_jar_task	tf_only
?	databricks_job	spark_jar_task.jar_uri	tf_only
?	databricks_job	spark_jar_task.main_class_name	tf_only
?	databricks_job	spark_jar_task.parameters	tf_only
?	databricks_job	spark_python_task	tf_only
?	databricks_job	spark_python_task.parameters	tf_only
?	databricks_job	spark_python_task.python_file	tf_only
?	databricks_job	spark_python_task.source	tf_only
?	databricks_job	spark_submit_task	tf_only
?	databricks_job	spark_submit_task.parameters	tf_only
?	databricks_job	task.for_each_task.task.library.provider_config	tf_only
?	databricks_job	task.for_each_task.task.library.provider_config.workspace_id	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.cluster_id	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.cluster_mount_info	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.cluster_mount_info.local_mount_dir_path	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.cluster_mount_info.network_filesystem_info	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.cluster_mount_info.network_filesystem_info.mount_options	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.cluster_mount_info.network_filesystem_info.server_address	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.cluster_mount_info.remote_mount_dir_path	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.idempotency_token	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.library	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.library.cran	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.library.cran.package	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.library.cran.repo	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.library.egg	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.library.jar	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.library.maven	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.library.maven.coordinates	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.library.maven.exclusions	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.library.maven.repo	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.library.provider_config	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.library.provider_config.workspace_id	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.library.pypi	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.library.pypi.package	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.library.pypi.repo	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.library.requirements	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.library.whl	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.provider_config	tf_only
?	databricks_job	task.for_each_task.task.new_cluster.provider_config.workspace_id	tf_only
?	databricks_job	task.library.provider_config	tf_only
?	databricks_job	task.library.provider_config.workspace_id	tf_only
?	databricks_job	task.new_cluster.__apply_policy_default_values_allow_list	tf_only
?	databricks_job	task.new_cluster.cluster_id	tf_only
?	databricks_job	task.new_cluster.cluster_mount_info	tf_only
?	databricks_job	task.new_cluster.cluster_mount_info.local_mount_dir_path	tf_only
?	databricks_job	task.new_cluster.cluster_mount_info.network_filesystem_info	tf_only
?	databricks_job	task.new_cluster.cluster_mount_info.network_filesystem_info.mount_options	tf_only
?	databricks_job	task.new_cluster.cluster_mount_info.network_filesystem_info.server_address	tf_only
?	databricks_job	task.new_cluster.cluster_mount_info.remote_mount_dir_path	tf_only
?	databricks_job	task.new_cluster.idempotency_token	tf_only
?	databricks_job	task.new_cluster.library	tf_only
?	databricks_job	task.new_cluster.library.cran	tf_only
?	databricks_job	task.new_cluster.library.cran.package	tf_only
?	databricks_job	task.new_cluster.library.cran.repo	tf_only
?	databricks_job	task.new_cluster.library.egg	tf_only
?	databricks_job	task.new_cluster.library.jar	tf_only
?	databricks_job	task.new_cluster.library.maven	tf_only
?	databricks_job	task.new_cluster.library.maven.coordinates	tf_only
?	databricks_job	task.new_cluster.library.maven.exclusions	tf_only
?	databricks_job	task.new_cluster.library.maven.repo	tf_only
?	databricks_job	task.new_cluster.library.provider_config	tf_only
?	databricks_job	task.new_cluster.library.provider_config.workspace_id	tf_only
?	databricks_job	task.new_cluster.library.pypi	tf_only
?	databricks_job	task.new_cluster.library.pypi.package	tf_only
?	databricks_job	task.new_cluster.library.pypi.repo	tf_only
?	databricks_job	task.new_cluster.library.requirements	tf_only
?	databricks_job	task.new_cluster.library.whl	tf_only
?	databricks_job	task.new_cluster.provider_config	tf_only
?	databricks_job	task.new_cluster.provider_config.workspace_id	tf_only
?	databricks_job	timeouts	tf_only
?	databricks_job	timeouts.create	tf_only
?	databricks_job	timeouts.update	tf_only
resources.model_serving_endpoints.*.ai_gateway	databricks_model_serving	ai_gateway	match
resources.model_serving_endpoints.*.ai_gateway.fallback_config	databricks_model_serving	ai_gateway.fallback_config	match
resources.model_serving_endpoints.*.ai_gateway.fallback_config.enabled	databricks_model_serving	ai_gateway.fallback_config.enabled	match
resources.model_serving_endpoints.*.ai_gateway.guardrails	databricks_model_serving	ai_gateway.guardrails	match
resources.model_serving_endpoints.*.ai_gateway.guardrails.input	databricks_model_serving	ai_gateway.guardrails.input	match
resources.model_serving_endpoints.*.ai_gateway.guardrails.input.invalid_keywords[*]	databricks_model_serving	ai_gateway.guardrails.input.invalid_keywords	match
resources.model_serving_endpoints.*.ai_gateway.guardrails.input.pii	databricks_model_serving	ai_gateway.guardrails.input.pii	match
resources.model_serving_endpoints.*.ai_gateway.guardrails.input.pii.behavior	databricks_model_serving	ai_gateway.guardrails.input.pii.behavior	match
resources.model_serving_endpoints.*.ai_gateway.guardrails.input.safety	databricks_model_serving	ai_gateway.guardrails.input.safety	match
resources.model_serving_endpoints.*.ai_gateway.guardrails.input.valid_topics[*]	databricks_model_serving	ai_gateway.guardrails.input.valid_topics	match
resources.model_serving_endpoints.*.ai_gateway.guardrails.output	databricks_model_serving	ai_gateway.guardrails.output	match
resources.model_serving_endpoints.*.ai_gateway.guardrails.output.invalid_keywords[*]	databricks_model_serving	ai_gateway.guardrails.output.invalid_keywords	match
resources.model_serving_endpoints.*.ai_gateway.guardrails.output.pii	databricks_model_serving	ai_gateway.guardrails.output.pii	match
resources.model_serving_endpoints.*.ai_gateway.guardrails.output.pii.behavior	databricks_model_serving	ai_gateway.guardrails.output.pii.behavior	match
resources.model_serving_endpoints.*.ai_gateway.guardrails.output.safety	databricks_model_serving	ai_gateway.guardrails.output.safety	match
resources.model_serving_endpoints.*.ai_gateway.guardrails.output.valid_topics[*]	databricks_model_serving	ai_gateway.guardrails.output.valid_topics	match
